length,width,contrast,dissimilarity,homogenity,energy,correlation,ASM,R,G,B,H,S,V,grey,l,A,V,roundness,solidity,sf1,sf2,sf3,Area,category
1.03506707,0.299584146,187.5329147,6.807428141,0.337285891,0.108838106,0.907509397,0.011979289,140,111,120,128,61,143,123.1118234,128,143,120,1.877409712,0.000144345,4.692932941,1.358296818,0.906081301,0.220558675,122
0.971535472,0.282180923,127.286289,5.26866352,0.404136622,0.138187838,0.900855502,0.019318678,147,117,121,123,63,150,129.1251781,134,143,121,1.884868402,0.000149413,5.058225284,1.469153437,0.892492399,0.192070424,122
1.049132203,0.312224751,99.16426453,4.738571686,0.41188719,0.1626644,0.941419083,0.026676028,141,113,121,118,62,145,124.2343305,130,142,121,1.811890166,0.000137508,4.744774385,1.412058457,0.859899011,0.221113191,122
0.975961068,0.279165083,96.28932058,4.518829487,0.438452857,0.174435019,0.938551469,0.030695621,145,115,122,119,67,148,126.8739316,132,143,122,1.876861655,0.000138264,5.30527141,1.517526246,0.860125135,0.183960629,122
1.130830362,0.306670314,167.8756583,6.082077176,0.397130095,0.144023725,0.901840485,0.020946603,144,113,123,116,69,146,124.3673433,130,143,123,1.966055683,0.000139843,4.883115722,1.324254002,0.850670924,0.231579677,122
1.098818047,0.308656755,165.2914601,6.348703694,0.38122322,0.124001822,0.87495702,0.015620392,144,114,124,110,71,148,125.6769943,131,142,124,1.826455559,0.00014182,4.459253997,1.252599437,0.925533936,0.246412976,122
1.045859507,0.245652341,195.5197176,6.603048827,0.364653981,0.107730232,0.895745389,0.011903197,144,114,121,122,64,147,125.9690171,131,143,121,2.032200926,0.000135754,5.706737935,1.340403297,0.908702049,0.183267485,122
1.051318364,0.298613918,174.180414,6.393589993,0.345595376,0.099100216,0.902097892,0.010016551,143,112,123,114,67,146,124.397614,130,143,123,1.85564392,0.000136505,4.538411143,1.289079294,0.93997534,0.231648991,122
0.888042012,0.283680087,135.3595798,5.412120447,0.385296274,0.124025894,0.913609254,0.015578437,147,117,121,122,64,150,129.1566952,134,143,121,1.805954477,0.000139863,5.137041741,1.640999445,0.874154902,0.172870313,122
0.9724842,0.300235431,131.0331607,5.284438394,0.38903294,0.130566465,0.901511524,0.017281039,146,116,123,115,69,149,127.2063746,133,143,123,1.70009664,0.000137853,4.644167347,1.433795617,0.913609361,0.209399043,122
0.950334165,0.314859855,126.4213202,5.308172408,0.385223203,0.120987457,0.912491754,0.014862834,146,116,123,116,68,150,127.5749644,133,143,123,1.656436443,0.000141409,4.492290627,1.488362755,0.900627507,0.211547792,122
0.987701615,0.296310484,163.3651766,6.081123536,0.371329419,0.119392787,0.901523873,0.014592457,144,113,124,115,71,147,125.0103276,130,143,124,1.758029057,0.000137458,4.667399672,1.400219902,0.92110329,0.211617107,122
1.127988691,0.259518511,217.9840933,7.215765566,0.364750778,0.13434949,0.897709505,0.0182811,137,110,120,119,66,142,120.775641,126,143,120,2.017704092,0.000138891,5.111021621,1.175902498,0.960404718,0.220697304,122
0.963009075,0.308656755,83.92591439,4.126777439,0.451341396,0.173758364,0.914244861,0.030486209,148,119,123,117,65,151,129.8538105,135,142,123,1.799454437,0.000141872,4.812376833,1.542428472,0.857620059,0.200110903,122
0.960574522,0.236136099,175.218292,5.988092026,0.406385976,0.15096541,0.898591472,0.023097914,144,117,119,127,59,148,128.0154915,133,143,119,2.146686017,0.000134193,6.362813878,1.564157714,0.847849443,0.150966937,122
0.968536441,0.28289369,84.13762231,4.413682234,0.431554193,0.173439998,0.942301561,0.030348918,146,116,122,119,66,149,127.9237892,133,143,122,1.849009022,0.000134477,5.392927533,1.57518613,0.834992353,0.179593817,122
0.996822075,0.297815961,142.4833702,5.378842476,0.424784049,0.171449072,0.902064306,0.029673103,144,115,121,119,64,148,126.4104345,132,143,121,1.795181529,0.000142572,4.792119986,1.431719716,0.892595495,0.208012754,122
0.997506422,0.297316741,143.3809952,5.423932842,0.414053633,0.159777996,0.9018073,0.025754917,145,115,122,120,64,147,126.6826923,132,143,122,1.7975775,0.000141606,4.801810191,1.431227437,0.892289926,0.207735496,122
1.012394155,0.296310484,143.4495029,5.81768304,0.379111943,0.113292783,0.888993339,0.01317083,146,116,124,115,68,149,127.6120014,133,143,124,1.795446242,0.000139203,4.633823121,1.356240914,0.927777578,0.21847924,122
0.98015776,0.258914347,165.1935373,5.861524658,0.408636464,0.165655591,0.907209393,0.027751247,142,114,120,124,61,146,125.6511752,131,143,120,2.00029606,0.000134175,5.39516826,1.42516493,0.911946233,0.181673252,122
0.886761362,0.236361009,196.2011437,6.12244548,0.420130765,0.165513514,0.907973365,0.027857744,141,114,118,137,58,145,125.6981838,130,143,118,1.926978117,0.000139409,5.964245303,1.589734395,0.903647416,0.148679559,122
0.987701615,0.308656755,145.2571984,5.78848771,0.373063579,0.117210906,0.895426725,0.014019953,145,114,124,115,69,148,126.1684303,132,143,124,1.748597439,0.000139709,4.407538261,1.377355707,0.936393665,0.224093713,122
0.963009075,0.296310484,132.9618747,5.503499713,0.383948022,0.132429149,0.919153197,0.017766827,144,113,123,116,70,147,124.9567308,130,143,123,1.757696498,0.000142297,4.532897853,1.394737801,0.948434607,0.212448881,122
0.966587244,0.266523148,125.7434172,4.869436729,0.449550485,0.1947248,0.92982317,0.038246791,141,113,121,121,65,145,124.3228276,129,143,121,1.921932402,0.000136999,5.351095227,1.475490968,0.893208256,0.180633534,122
1.037086696,0.283964214,151.1725119,6.015856138,0.381283182,0.120067819,0.884174342,0.014636851,146,116,123,119,66,149,127.9522792,133,143,123,1.862570351,0.000148329,4.681492415,1.281837209,0.958257896,0.221529077,122
1.084223446,0.296557368,122.0267756,5.440770188,0.378077044,0.127241699,0.932397418,0.016350294,143,113,122,120,67,146,124.8263889,130,143,122,2.025469009,0.00013965,4.970477172,1.359527536,0.864218463,0.218132668,122
0.925423791,0.290389524,188.9038519,6.135343411,0.406219521,0.160747133,0.919098504,0.026055452,140,112,119,130,61,143,123.6216168,128,143,119,1.73650345,0.000231195,5.076459711,1.59294664,0.864148648,0.182297082,122
1.094563184,0.26438983,210.1158751,7.299062591,0.327483327,0.092149447,0.903465558,0.008656685,142,112,121,123,63,144,124.1737892,129,143,121,2.080492678,0.000139314,5.174070463,1.249787705,0.931222067,0.211547792,122
0.96023966,0.257956435,169.7592597,6.051425351,0.403952494,0.153916328,0.905320286,0.023980132,144,115,120,126,61,147,127.0733618,132,143,120,1.93167654,0.000132227,5.684603027,1.527097862,0.86872803,0.168919387,122
0.956000831,0.275543281,149.9929875,5.678728092,0.426008027,0.176224632,0.896334198,0.031344164,144,116,121,121,63,147,127.125,132,143,121,1.768848237,0.000139347,5.078138434,1.463646142,0.910407824,0.188258127,122
0.915142816,0.262713481,157.9138989,5.630908499,0.407479726,0.143403751,0.903573296,0.020924604,144,117,120,123,60,149,128.281339,134,143,120,1.941849812,0.00013635,5.805965436,1.666740276,0.83516741,0.157621127,122
1.024740425,0.259271674,173.0192476,6.250274837,0.36596109,0.107552349,0.86875212,0.011760784,149,120,121,123,62,151,131.3675214,137,143,121,2.070434712,0.000139171,5.75474119,1.456018855,0.853786876,0.178068899,122
1.023251398,0.291185782,148.3024284,5.881584921,0.390753136,0.132584112,0.888085212,0.017822457,146,116,123,121,67,149,127.8427707,133,143,123,1.839326246,0.000145126,4.93232473,1.403587463,0.886969153,0.207458238,122
0.938316534,0.283964214,112.8152061,5.141633432,0.376885036,0.12986093,0.928476548,0.017019682,146,115,122,119,68,149,127.2218661,132,143,122,1.727173906,0.000142459,4.78850111,1.449151652,0.936843694,0.195952034,122
0.963009075,0.283964214,127.623247,5.25520454,0.393612908,0.143561501,0.918591566,0.020823521,145,115,122,120,65,148,126.6467236,132,143,122,1.791857114,0.000136441,4.95129434,1.459997049,0.906041282,0.19449643,122
1.000047885,0.271617944,133.7112745,5.571321908,0.364993162,0.099827376,0.887914478,0.010175343,148,120,122,119,59,151,131.3069801,137,142,122,1.940711627,0.00013428,5.250251397,1.425994207,0.893288589,0.19047619,122
1.069920806,0.253670438,154.6099408,5.71020658,0.403911236,0.120292284,0.879353183,0.014716165,148,117,122,119,67,151,128.8397436,134,144,122,2.12298829,0.000136474,5.538481333,1.313133622,0.906712888,0.193179455,126
1.025881775,0.23669817,155.6855673,5.877280558,0.412080323,0.142007834,0.89370836,0.020448785,152,121,122,119,68,156,133.048255,138,144,122,2.046191441,0.000145265,5.323883587,1.22836133,1.010896965,0.192694254,126
0.98351923,0.267456541,149.6346234,5.672029888,0.428939612,0.143094322,0.871593329,0.020759168,154,123,121,121,65,158,135.6264245,141,143,121,1.862204095,0.000139977,5.255271088,1.429109449,0.906320903,0.187149095,126
1.061783666,0.259272756,143.3752548,5.588508371,0.41990124,0.127705728,0.878061053,0.016656801,156,124,122,119,66,159,136.2053063,141,144,122,2.02912417,0.00013445,5.410933577,1.321274478,0.908032216,0.196229292,126
1.03602307,0.234338552,177.0065303,6.166975539,0.410721658,0.135474338,0.86074144,0.01855681,152,122,120,124,63,155,133.9202279,139,143,120,2.116599956,0.000147324,5.619061966,1.270978302,0.967437195,0.184376516,126
0.972671561,0.257323462,126.9467834,5.088660274,0.449265607,0.177309283,0.87863274,0.031685241,155,125,121,121,62,159,137.0213675,142,143,121,1.94728987,0.00016126,5.500875192,1.45527463,0.899951627,0.176821238,126
0.987705736,0.283965399,171.4508926,6.152668188,0.404404636,0.125327141,0.893785429,0.015980038,153,121,122,116,70,156,133.1258903,138,144,122,1.741777319,0.000141412,4.67354236,1.343643429,0.959883961,0.211339849,126
0.986688638,0.259005767,153.8032243,5.692818176,0.422315273,0.125081016,0.864696388,0.015902564,154,123,121,122,63,157,135.4278846,141,143,121,2.062533728,0.000140486,5.534586695,1.452829008,0.888660166,0.178276842,126
1.01010558,0.267112131,156.6660835,6.001739456,0.390030041,0.125168531,0.873407657,0.015962854,147,117,121,120,65,150,128.8732194,134,143,121,1.97191693,0.000139717,5.160337537,1.364598696,0.924184374,0.195744091,126
0.981955699,0.265137522,135.2127788,5.43934156,0.402405222,0.119793843,0.888697193,0.014627188,148,117,122,120,67,152,129.6253561,135,144,122,1.901645642,0.000135053,5.358046472,1.446724294,0.896711364,0.183267485,126
1.119746535,0.270283652,179.951147,6.495146583,0.378188363,0.106146061,0.883702937,0.011515829,146,114,123,117,71,148,126.1212607,132,144,123,2.055511034,0.000138359,5.260365762,1.269743486,0.895972381,0.212864767,126
0.956468322,0.262270662,141.664297,5.625234423,0.399733042,0.119353929,0.881992842,0.014555628,148,118,120,123,63,151,129.9928775,135,143,120,1.87869205,0.000139921,5.309337625,1.455859501,0.914829767,0.180148333,126
1.066172998,0.244259464,161.9566408,6.053121849,0.371995264,0.109743475,0.886511785,0.012277995,147,116,122,120,69,151,128.269765,134,144,122,2.267327109,0.000134959,5.808790724,1.330789762,0.89782814,0.183544742,126
0.925043719,0.259012241,157.3941367,5.688014359,0.413340795,0.134737454,0.868996199,0.018447128,148,118,121,123,65,152,130.0302707,135,143,121,1.874614509,0.000140498,5.381292634,1.506761938,0.913952118,0.17189991,126
1.068889094,0.269274652,154.5354879,6.006327599,0.385167848,0.124394435,0.876843074,0.015641799,147,117,122,120,67,150,128.4805912,134,143,122,1.962255685,0.000141785,5.281117452,1.33041966,0.895795844,0.202398281,126
0.999022246,0.271339375,151.3183835,5.836054462,0.399099392,0.110874021,0.875319467,0.012548692,147,117,121,119,65,151,129.0968661,134,143,121,1.884158886,0.000138679,5.165911807,1.403087158,0.908804638,0.193387399,126
0.97662185,0.267112166,141.2661666,5.545883482,0.405580337,0.116825499,0.886310456,0.013918937,158,126,121,119,65,161,138.0929487,143,144,121,1.84966414,0.000139114,4.912734808,1.343663603,0.970763309,0.198793928,126
1.034983156,0.258745789,119.3009711,5.173465012,0.399392758,0.130922728,0.897626309,0.017294739,148,118,121,119,64,151,129.8417023,135,143,121,1.939308259,0.000148022,5.066746519,1.26668663,0.971690317,0.204269772,126
1.075131773,0.255195159,167.2293876,6.249236403,0.385365079,0.101203367,0.865984402,0.01049678,148,117,122,120,67,151,129.2970085,135,143,122,2.049129699,0.00014332,5.288416669,1.255267834,0.943913606,0.203299369,126
1.085357502,0.234338552,185.197241,6.403828028,0.404851008,0.15645773,0.88763788,0.024693451,144,115,120,125,64,147,126.522028,132,143,120,2.272455836,0.000137062,6.172034954,1.332598456,0.880761303,0.175850835,126
1.047449917,0.26889235,164.8912141,6.067139012,0.379893823,0.114119185,0.881539517,0.013226491,147,117,121,122,65,151,129.3008741,135,143,121,2.065704863,0.000139783,5.670378971,1.455651005,0.835487222,0.184723089,126
1.071919992,0.271060228,155.2706136,5.975897836,0.390575401,0.125291728,0.875109618,0.015881683,147,117,121,120,65,150,128.6258741,134,143,121,1.99111551,0.000238618,5.110571621,1.292328456,0.919591748,0.209745616,126
1.005069566,0.264306903,138.8368678,5.554951254,0.397656943,0.13370739,0.887766406,0.018151761,146,116,121,120,65,150,128.2763986,134,143,121,1.988825972,0.00014084,5.173078356,1.360383763,0.931692889,0.194288487,126
1.0824751,0.272376056,182.9160789,6.555860771,0.371508285,0.104087529,0.873057675,0.011095829,146,115,123,117,70,149,127.0155594,132,144,123,1.955220316,0.000141685,4.953018796,1.246295389,0.944259668,0.218548555,126
1.022636314,0.246418389,161.0537292,6.192978093,0.372809016,0.113005018,0.872586599,0.012988585,148,118,120,125,63,151,129.9951049,135,143,120,2.045807904,0.000146657,5.531898802,1.332987663,0.934507955,0.184861718,126
1.009116504,0.261309676,144.5685852,5.521740192,0.41889456,0.147120595,0.88514618,0.022008662,154,124,121,121,63,158,135.9828671,141,143,121,1.956060753,0.000138069,5.368187243,1.39008654,0.908128271,0.187980869,126
1.034983188,0.246424569,140.2524076,5.544164686,0.394832192,0.120851316,0.87859106,0.014906695,148,118,121,119,65,151,129.5366843,135,143,121,2.046237524,0.000139027,5.346116168,1.272884802,0.966958748,0.193595342,126
0.969159649,0.244403476,157.2703165,5.718087987,0.419715517,0.145443224,0.885848856,0.02138892,146,117,120,124,65,150,128.4501748,134,143,120,2.010405434,0.000139493,5.772942305,1.455825328,0.902871092,0.16787967,126
1.082262657,0.267343758,173.7441445,6.505051899,0.3589154,0.108433983,0.88224977,0.011923519,146,116,122,119,69,150,127.5603175,133,143,122,2.138255676,0.000198022,5.232507828,1.292549731,0.910647727,0.206834408,126
0.999009738,0.259002525,162.9852837,5.934394709,0.397640061,0.116240752,0.870668303,0.013783915,148,118,122,121,67,151,129.4463845,135,143,122,1.894524901,0.000140545,5.310506075,1.376797871,0.926169416,0.188119498,126
1.047430282,0.269643619,136.8058505,5.736385822,0.380686269,0.111828602,0.888400039,0.012793741,147,116,122,118,68,150,128.0645887,134,143,122,1.958984367,0.000140075,5.0337364,1.295852262,0.938533387,0.208082068,126
0.935470627,0.246176481,129.2832775,5.263865805,0.415168583,0.12949294,0.877846109,0.016976607,149,119,120,125,62,152,131.3020979,137,143,120,1.832039147,0.000150609,5.161007547,1.358159881,1.002649843,0.181257365,126
1.025162,0.25080953,130.929148,5.430775985,0.393416236,0.112835807,0.889367687,0.013020756,149,118,121,121,66,152,130.0651082,135,144,121,2.02150025,0.000138167,5.494060986,1.344141565,0.924470022,0.18659458,126
0.871688314,0.251330654,137.7183754,5.242010281,0.428768079,0.13741916,0.884050733,0.019197836,146,118,119,126,62,151,129.8308225,135,143,119,1.805570267,0.000141888,5.776686865,1.665570669,0.877417021,0.150897623,126
0.973361015,0.271062561,141.4614642,5.360509684,0.423054861,0.137183209,0.894913858,0.019024413,155,125,120,122,63,159,136.8055944,142,144,120,1.979809171,0.000141181,5.179889104,1.442500763,0.907277924,0.187911555,126
1.084263635,0.283387088,164.7392332,6.103462924,0.393173302,0.127416548,0.884122713,0.016462078,146,115,123,118,70,148,126.4938528,132,143,123,1.981205265,0.000141502,4.962776478,1.297089317,0.905785927,0.21847924,126
0.948718934,0.271062553,150.4686445,5.693889943,0.416188661,0.149657719,0.881600373,0.022625197,146,116,121,121,66,149,127.5435626,133,143,121,1.891975093,0.000139654,5.022813969,1.435089705,0.935650655,0.188881957,126
0.995316083,0.269216777,140.9249009,5.499084833,0.397075945,0.116631449,0.890403617,0.013884017,147,117,121,120,65,150,128.7714286,134,143,121,2.008351489,0.000135068,5.257936699,1.422186175,0.899938578,0.189297844,126
0.950809763,0.267884255,142.529327,5.607157002,0.396390682,0.117186139,0.878062215,0.013946011,149,118,121,122,66,152,130.252987,136,143,121,1.78408052,0.000144436,5.059879178,1.425586922,0.939816376,0.187911555,126
1.004971419,0.243826767,154.5884512,5.835972077,0.399130627,0.112521651,0.854638721,0.012914091,149,120,120,125,61,153,131.9674459,137,143,120,2.06351847,0.000144761,5.582873571,1.354520124,0.935817518,0.180009704,126
0.984697868,0.25848319,140.308612,5.463367792,0.407635928,0.130025262,0.880897658,0.017148121,148,117,121,120,66,151,129.2796537,135,143,121,1.932648279,0.000138629,5.222880935,1.371006245,0.943599957,0.188535385,126
0.984697868,0.25848319,137.1511297,5.329496247,0.407320601,0.118095719,0.891189364,0.014227071,148,117,122,119,67,151,129.0308225,134,143,122,1.893364733,0.000135738,5.217126751,1.369495772,0.944640692,0.188743328,126
1.008749969,0.242381055,153.8959397,5.680986855,0.415029784,0.141863263,0.884497823,0.020346866,147,117,120,125,64,150,129.0606061,134,143,120,2.000963447,0.000143592,5.716117754,1.373460913,0.919455054,0.176474666,126
1.019876314,0.258351484,151.0433736,5.739228555,0.397903938,0.122458364,0.882889901,0.015294716,147,117,120,124,61,150,129.3719481,135,143,120,2.14036828,0.000136214,5.670040689,1.436314784,0.869627384,0.179871075,126
1.073253415,0.257253116,154.5646055,5.93723779,0.379958061,0.099811367,0.871596826,0.010111159,148,119,121,122,64,151,130.4017316,136,143,121,1.97959169,0.000146461,5.175075874,1.240438072,0.956870085,0.207388924,126
1.030237918,0.275956575,159.2295157,6.100229287,0.383542678,0.111011575,0.878118558,0.012595214,147,117,122,119,66,150,128.3906494,134,143,122,2.001544704,0.000209069,5.002774298,1.340028781,0.922738597,0.205933319,126
1.058541303,0.270789636,158.7961776,5.933632167,0.40054329,0.125835977,0.890455395,0.016038281,145,115,122,119,66,148,126.8784416,132,143,122,1.909118015,0.000141754,4.809945,1.230451046,0.978043554,0.220073473,126
0.998230757,0.231610628,144.4968619,5.57464581,0.407166039,0.143578737,0.884191846,0.020834153,147,118,120,125,61,151,129.8245887,135,143,120,2.02759106,0.000137904,5.823483676,1.351171262,0.944471803,0.171414709,126
1.009298332,0.258478841,112.3359545,4.871320561,0.426173447,0.150781834,0.907860098,0.022966737,146,117,121,121,65,150,128.4827706,134,143,121,2.050317855,0.000134667,5.423146012,1.388854466,0.908770138,0.186109378,126
1.067234183,0.285881936,155.6637034,6.035322383,0.383294099,0.112801931,0.873434097,0.012981035,146,116,122,118,66,149,127.7797403,133,143,122,1.945449697,0.000139649,4.887932557,1.309339267,0.911629612,0.218340611,126
0.985665562,0.234095571,142.1260664,5.464075773,0.421416929,0.13855224,0.8774198,0.019437855,147,117,121,124,65,151,129.3767965,135,143,121,2.110135627,0.000144971,5.813653743,1.380742764,0.936026155,0.169543218,126
1.013558232,0.258166469,128.0849533,5.319315986,0.398118509,0.12084173,0.884694138,0.014894116,148,118,121,119,65,151,129.8851399,135,143,121,1.975686642,0.000134358,5.342566536,1.360821206,0.923592866,0.189713731,126
1.108906182,0.271065956,180.1015621,6.58221231,0.367211408,0.09842106,0.877669677,0.00990709,146,115,123,116,71,149,126.9863203,132,144,123,1.983848213,0.000142168,4.916468806,1.201803486,0.955877148,0.225549317,126
1.022657924,0.246423596,160.270561,5.955469944,0.399843355,0.121006757,0.868319677,0.014911055,147,118,120,124,63,150,129.5135328,135,143,120,2.107113433,0.000142141,5.785837595,1.394177734,0.893473782,0.176751923,126
0.965306858,0.260362674,144.9925898,5.695726022,0.389013687,0.112557944,0.885107398,0.012912822,147,117,121,121,64,150,128.8529202,134,143,121,1.960913365,0.000137151,5.360462679,1.445824596,0.912744749,0.180079019,126
0.963891296,0.260817639,136.387815,5.454052108,0.404819462,0.113713328,0.880957152,0.013171706,145,116,120,123,65,149,127.8107359,133,143,120,1.877776386,0.000137325,5.50299158,1.489044749,0.887553489,0.17515769,126
1.047321926,0.271071557,141.8276795,5.670092724,0.384055685,0.105578626,0.885792633,0.011401215,146,115,123,116,69,149,126.9944801,133,143,123,1.942180655,0.000136158,5.077188653,1.314095887,0.925599458,0.206279892,126
0.971384516,0.27806048,140.5813197,5.681739375,0.38182046,0.105095468,0.866455823,0.011292698,150,120,121,121,62,153,131.6067532,137,143,121,1.971670531,0.000139472,4.980157927,1.425578731,0.919915549,0.195050946,126
0.974603502,0.257276554,140.4229303,5.425923438,0.399396362,0.119997036,0.892010149,0.014656954,147,118,121,121,64,151,129.558961,135,143,121,1.94889775,0.000138151,5.399617792,1.425395101,0.916995308,0.180494905,126
0.898984395,0.263391709,119.9405842,4.972965745,0.408077149,0.117030371,0.889684418,0.013950266,149,120,119,124,61,153,131.8905628,137,143,119,1.927725451,0.000135736,5.52840915,1.619757963,0.874838861,0.16261177,126
0.993959005,0.259731702,134.9236875,5.417030425,0.38949156,0.109614249,0.889233774,0.012255446,147,118,120,123,62,151,129.765368,135,143,120,2.03406317,0.000135207,5.498407428,1.436790361,0.892007415,0.180772163,126
1.058821532,0.265907984,133.5121183,5.337960686,0.420219751,0.14062321,0.890621471,0.020014126,146,116,122,118,67,149,127.5348918,133,143,122,2.03715088,0.000226092,5.15197917,1.293846367,0.929875635,0.205517433,126
1.069764056,0.270515049,167.7390998,6.350252776,0.374792605,0.111295374,0.876000993,0.012608094,146,116,121,120,64,149,127.7099567,133,143,121,1.99321575,0.000139769,5.244133887,1.326102822,0.897976854,0.203992514,126
0.93390726,0.268279389,132.7772478,5.25671889,0.40396235,0.117895032,0.896482563,0.014170817,147,117,121,122,66,151,128.9774892,134,144,121,1.81244095,0.00013922,5.202115844,1.494388705,0.912773484,0.179524503,126
1.033696126,0.265772543,136.5262965,5.462806411,0.390380182,0.105509228,0.882744847,0.011383495,146,117,122,118,66,150,128.4981818,134,143,122,2.002564245,0.000136504,5.277117482,1.356794224,0.908287775,0.19588272,126
0.984673444,0.246168361,150.9008673,5.805416571,0.400330184,0.119773718,0.870703916,0.014588229,147,118,120,125,62,151,129.8961538,135,143,120,1.968546895,0.000149062,5.403531296,1.350882824,0.957680044,0.182227767,126
1.055197064,0.283795017,172.3440692,6.46125856,0.360193933,0.096901012,0.88668566,0.009590969,145,115,122,119,67,148,126.7245022,132,143,122,1.965555607,0.000139812,4.953897833,1.332349726,0.906105011,0.213003396,126
1.120633569,0.246229138,178.1416637,6.604493616,0.368826343,0.115372185,0.866388763,0.013528498,146,116,121,122,64,149,127.6854895,133,143,121,2.197780147,0.000141693,5.378370093,1.181752421,0.961922791,0.208359326,126
1.095449207,0.246168361,168.4604755,6.242698055,0.39082611,0.118289995,0.861166032,0.014233583,146,116,121,119,65,150,128.2812937,134,143,121,2.194223367,0.00014312,5.390192941,1.211279313,0.960049881,0.203230055,126
0.958499631,0.274970279,141.0548386,5.483091252,0.391808725,0.107520879,0.88709132,0.011800484,147,117,121,121,63,150,129.1641558,135,143,121,1.868864115,0.000137653,5.159803795,1.480222466,0.897865743,0.185762806,126
0.997006499,0.246174444,149.0228687,5.639821028,0.390841675,0.101746617,0.888122729,0.010584909,146,116,121,121,66,149,127.476049,133,143,121,2.018583235,0.000138471,5.473292525,1.351430253,0.945450329,0.182158453,126
0.908760214,0.271057719,111.8539302,4.784746502,0.415202592,0.113910913,0.898452265,0.013192348,148,119,121,121,64,152,130.4458042,136,143,121,1.91063562,0.000135966,5.462784835,1.629395712,0.860309006,0.166354752,126
1.011898795,0.266925717,165.8444193,5.981619816,0.381658716,0.096850435,0.893391089,0.009581001,145,115,121,118,67,149,126.9769231,132,144,121,1.912822988,0.000138195,5.099079257,1.345070665,0.935940334,0.198447356,126
1.107784998,0.233865722,150.6225222,5.974091896,0.38351402,0.114534851,0.873789552,0.013352198,146,117,120,124,62,150,128.8057692,134,143,120,2.670003941,0.000134081,6.230804745,1.315392113,0.87421777,0.177791641,126
0.935439772,0.258476779,124.7852673,5.129411216,0.400930973,0.114537346,0.887504733,0.013367835,149,119,121,122,64,152,130.6722028,136,143,121,1.835876792,0.00013974,5.366039598,1.482721468,0.91844877,0.174325917,126
0.985673862,0.234097542,158.4725956,5.670734602,0.410222547,0.120194358,0.877865729,0.01467046,148,118,120,124,65,152,130.0519231,135,144,120,2.134104865,0.000139101,6.035788119,1.433499678,0.901570106,0.163304914,126
1.022636632,0.271060312,134.9890723,5.478453901,0.385972082,0.113940977,0.897513916,0.013182617,146,115,122,117,67,149,127.3643357,133,143,122,2.010311262,0.000141627,4.957519721,1.314041372,0.947981711,0.206279892,126
1.00929028,0.258476779,165.7873081,6.16392422,0.376465515,0.098197506,0.869385598,0.009798354,148,118,121,122,64,151,129.8115385,135,143,121,1.925365875,0.000145873,5.165317798,1.32282529,0.954139254,0.195397519,126
0.956009336,0.273304883,116.8819883,5.025691904,0.403472236,0.113654276,0.884868662,0.013180924,148,119,121,121,64,152,130.6127622,136,143,121,1.866139947,0.000140444,5.242245034,1.498658134,0.889130759,0.182366396,126
1.022679058,0.258750123,141.9987447,5.711745477,0.38801663,0.104948035,0.879557183,0.011213118,148,118,121,122,64,151,129.7622378,135,143,121,2.029369941,0.000140938,5.371019572,1.358932663,0.91662784,0.190406876,126
1.10468525,0.276963773,160.0253216,6.01044037,0.384602138,0.108236644,0.881816063,0.011884123,147,115,123,115,71,150,127.3884615,133,143,123,1.988010871,0.000141797,4.811984936,1.206448175,0.955835414,0.229569557,126
1.067718082,0.280382164,148.2379427,5.7618638,0.383286447,0.11086575,0.88875351,0.012494067,143,113,122,117,66,146,124.8664336,130,143,122,2.04500983,0.000136684,5.09727623,1.338541855,0.891336703,0.209468358,126
0.967691159,0.283503307,115.84304,5.003775095,0.411230852,0.119642867,0.90001752,0.014519952,147,118,121,120,65,151,129.2802707,135,143,121,1.861356411,0.000143271,5.140235772,1.505928648,0.874156467,0.188258127,126
0.959244703,0.274946625,159.5222738,5.995110544,0.386329126,0.110692163,0.885656737,0.012480672,146,116,121,120,65,149,127.7077991,133,143,121,1.900207233,0.000138528,5.021416305,1.43927974,0.922689803,0.191030706,126
1.086734206,0.242535087,157.9988165,5.993418718,0.377341852,0.106699292,0.886284026,0.011598599,146,116,121,121,64,149,128.119302,133,143,121,2.245355072,0.000135931,5.872027863,1.310507003,0.894473874,0.185069661,126
1.033941139,0.270794108,160.9847608,6.159570136,0.370090226,0.094830101,0.886504796,0.009137749,148,116,122,119,69,151,128.4921329,134,143,122,1.961510199,0.000142531,4.98052381,1.304422903,0.944530774,0.207596867,126
1.091372244,0.262022873,171.5395141,6.122048966,0.401352075,0.126129101,0.898381215,0.016079667,149,119,122,118,67,152,130.4599359,136,143,122,2.064434747,0.00014088,5.241420561,1.258390142,0.927560255,0.208220697,126
0.922217986,0.233628556,137.2885714,5.455705044,0.393183893,0.105192615,0.886605138,0.011303931,148,119,120,124,64,152,130.5038462,136,143,120,1.905971237,0.000137711,5.5459937,1.404985071,0.983161913,0.166285437,126
0.99701467,0.233867639,152.5148877,5.78469469,0.403477809,0.113694671,0.867375572,0.013139452,146,117,120,126,62,150,129.0012238,134,143,120,2.116603081,0.000143662,6.071730958,1.424233188,0.897114122,0.164206003,126
1.057454701,0.258215683,150.2038801,5.756079752,0.396893147,0.120480268,0.885351393,0.014726981,146,116,121,120,65,149,128.0286713,133,143,121,1.985224273,0.00014117,5.385068469,1.31495858,0.91612872,0.196367921,126
