length,width,contrast,dissimilarity,homogenity,energy,correlation,ASM,R,G,B,H,S,V,grey,l,A,V,roundness,solidity,sf1,sf2,sf3,Area,category
0.998119014,0.277808038,105.4378003,4.954352258,0.389066176,0.121062299,0.910063711,0.014818358,146,118,121,125,55,148,129.4066952,135,142,121,1.986800349,0.00013764,4.924713752,1.37070334,0.931117617,0.202675539,127
1.010459448,0.2711386,105.8826049,5.102886635,0.390020174,0.114169917,0.89375508,0.013229361,150,122,121,125,55,152,133.2970155,139,142,121,1.979809179,0.000141606,5.377314076,1.442905417,0.873722642,0.187911555,127
1.017004444,0.250284641,118.5556563,5.292194785,0.390218475,0.115541021,0.897270268,0.013583495,150,121,121,127,56,151,132.3873593,138,142,121,2.023022432,0.000140463,5.47474743,1.347334523,0.929676931,0.185762806,127
0.96097278,0.261656761,105.5795629,5.125204548,0.393242144,0.112042231,0.894369776,0.012764527,150,121,121,128,56,152,132.639067,138,142,121,1.92605904,0.000147534,5.165407711,1.406453835,0.942526947,0.186040064,127
1.113841104,0.268374318,117.9111725,5.550285034,0.372329958,0.108855094,0.898796922,0.012064442,147,119,122,122,58,149,129.7083333,135,142,122,2.047715821,0.000138811,5.261750363,1.267791844,0.902109277,0.211686421,127
1.029195272,0.270326635,121.9659985,5.509889168,0.37948607,0.117957516,0.895306822,0.014101508,147,118,122,122,59,149,129.5544872,135,142,122,1.927091105,0.00013992,5.074572861,1.332878456,0.928628509,0.202814168,127
0.975594895,0.263484573,106.1034062,4.895348727,0.398912341,0.122525173,0.903253714,0.015231196,149,121,121,128,56,152,132.4223776,138,142,121,1.97770814,0.000138681,5.315297415,1.435533206,0.909593988,0.183544742,127
0.899472176,0.271073807,97.60907786,4.633961519,0.412682063,0.116905205,0.900626245,0.013935534,150,121,122,128,56,151,132.0352564,138,143,122,1.691941057,0.000140017,5.145394564,1.550666855,0.913322392,0.174811118,127
0.95352395,0.26933035,100.259592,4.787159429,0.41302561,0.124789067,0.892807509,0.015819868,149,122,121,125,55,152,132.7195513,138,142,121,1.881866311,0.000141666,5.266650089,1.487606801,0.898070813,0.181049421,127
1.022222915,0.247103802,123.1088923,5.307694551,0.388825414,0.121290231,0.903127206,0.014908861,149,120,121,132,56,150,131.4450216,137,143,121,2.135033904,0.000137549,5.515186986,1.333196168,0.934739669,0.185346919,127
1.104096904,0.232703738,122.9742369,5.60041236,0.3811556,0.123090568,0.892565197,0.015315731,148,120,120,130,54,150,131.3516883,137,142,120,2.258999503,0.000148186,5.83686553,1.230200379,0.937880043,0.189159215,127
1.022687543,0.246430733,105.4112339,4.922619801,0.416913562,0.141627842,0.889796779,0.020246495,149,121,120,131,53,151,132.6136797,138,142,120,1.982295034,0.000150407,5.528030418,1.332055522,0.935115057,0.185000347,127
0.948397999,0.21943749,110.2768029,4.835686364,0.424322676,0.136234378,0.889742241,0.01878997,149,123,119,135,51,152,134.0595671,140,142,119,2.080516193,0.000142244,6.438841377,1.489799843,0.901595614,0.14729327,127
1.151532169,0.280585908,118.6862349,5.578350756,0.379945559,0.10954798,0.888387131,0.012190733,146,118,122,123,58,148,129.4671861,135,142,122,2.12077677,0.000148851,4.854808475,1.182937723,0.935173921,0.23719415,127
0.869150013,0.256113148,103.5975213,4.6640991,0.413646542,0.132480301,0.904971154,0.017765867,149,122,120,131,53,152,133.0647619,139,142,120,1.863813205,0.000140311,5.36781988,1.581739894,0.926617576,0.161918625,127
1.01331215,0.253629937,124.8240705,5.438031291,0.386314341,0.103238817,0.884960382,0.010890854,148,120,121,130,55,150,131.0541991,137,142,121,2.011930678,0.000149558,5.262438586,1.317177504,0.954427157,0.192555625,127
0.982965426,0.26737378,99.27321461,4.624765522,0.416195931,0.140821409,0.910820112,0.020025189,146,120,120,131,52,149,130.9153247,136,142,120,1.946135128,0.000138366,5.394158309,1.467250485,0.883258528,0.182227767,127
1.002664952,0.259880176,109.7048293,5.003552879,0.412159341,0.135285129,0.881400685,0.018510007,148,121,120,129,54,151,132.1716017,138,142,120,1.961973784,0.000149717,5.329936353,1.381463263,0.919676667,0.188119498,127
0.997035377,0.246181575,108.3983962,4.888459291,0.416075185,0.132779008,0.896280011,0.017858172,149,121,120,135,52,151,132.4055411,138,142,120,2.274826102,0.000136377,6.089851558,1.503667051,0.849704839,0.163720801,127
1.068081471,0.241361232,117.1885448,5.156488115,0.428856862,0.158576483,0.88785052,0.025452925,146,119,121,127,57,149,129.8964502,135,142,121,2.14515602,0.0001406,5.683958459,1.28444061,0.928564196,0.187911555,127
1.035482211,0.288465456,98.0690041,4.893941681,0.395114955,0.119225614,0.908314702,0.0143923,149,120,122,127,55,150,131.0353247,137,142,122,1.861951773,0.000141559,4.907655014,1.367178426,0.899834218,0.210993276,127
1.034173912,0.286403766,98.46781258,4.935307794,0.386064426,0.113934665,0.907713005,0.013153052,149,120,122,127,55,150,131.012987,137,142,122,1.871790351,0.000140909,4.927353709,1.364579632,0.902688439,0.209884245,127
0.874829103,0.234109197,93.00445263,4.542327051,0.42969499,0.138859995,0.896126689,0.019594413,149,122,120,131,54,151,132.8278788,138,142,120,1.83570364,0.000153996,5.359303385,1.434179779,1.015321367,0.1632356,127
1.017371888,0.265498413,98.22305099,4.55836049,0.414929669,0.137926821,0.915829554,0.019213359,147,120,120,127,54,150,131.1298701,137,142,120,1.937156069,0.000138629,5.56603118,1.452539098,0.862030792,0.182782283,127
0.92411525,0.246430733,106.768588,4.828919093,0.414744925,0.129315866,0.892006295,0.016967295,148,122,120,131,53,151,132.950303,138,142,120,1.985075974,0.00013905,5.771519788,1.539071943,0.895664343,0.160116448,127
0.992878696,0.270918928,134.451443,5.593700923,0.382649336,0.120828507,0.892981295,0.014779347,147,118,121,127,57,149,129.6862338,135,142,121,1.897204354,0.000140995,4.905568818,1.338543623,0.958520977,0.202398281,127
1.010366006,0.234109197,88.2963235,4.551302814,0.406361349,0.12255086,0.898293824,0.015251301,150,123,121,127,54,152,133.7741991,139,142,121,2.185980171,0.000134631,5.930248322,1.374081928,0.917569543,0.170374991,127
1.033962425,0.233872449,103.9992494,4.880839953,0.416819926,0.137923865,0.89214737,0.019220908,148,121,120,130,53,151,132.2166234,138,142,120,2.00952561,0.000148894,5.528901374,1.250584811,0.985172856,0.187010466,127
0.973401396,0.25875227,113.6189562,5.168463513,0.400051134,0.13072239,0.887788685,0.017294354,149,121,120,133,53,150,132.2597403,138,142,120,1.888787023,0.000146266,5.275455277,1.402336213,0.933224709,0.184515145,127
1.069287472,0.2680322,86.5276687,4.460878608,0.404846447,0.133592281,0.916865591,0.017994129,147,119,122,123,56,150,130.4360173,136,142,122,1.988856395,0.000139054,5.243579321,1.31437816,0.906390887,0.2039232,127
1.021653582,0.258490665,103.0142504,5.026086469,0.402804373,0.124910419,0.884291791,0.015844565,148,121,121,126,54,150,131.8673593,137,142,121,1.994228255,0.000238452,5.028794345,1.272345557,0.979989909,0.20316074,127
0.915903234,0.285197565,112.3130816,4.960601707,0.411371904,0.132315821,0.903887623,0.017727789,147,120,121,128,55,150,130.9551515,136,142,121,1.782467142,0.000142514,5.003307823,1.557949742,0.892744754,0.183059541,127
0.984726344,0.233872507,99.23287053,4.610633316,0.429647468,0.151749568,0.904002672,0.023272538,148,121,119,134,52,150,132.3793939,138,142,119,2.080772178,0.000258042,6.29727259,1.49560224,0.864965289,0.156373466,127
1.077618212,0.259653602,128.6632252,5.59739497,0.385109128,0.100288083,0.881621289,0.010288188,147,120,120,133,52,149,130.76329,136,142,120,2.160867187,0.000143039,5.385104934,1.297548498,0.91104918,0.200110903,127
0.898551645,0.233869606,112.2153985,4.96656474,0.409407688,0.135922501,0.89283918,0.018701148,150,123,119,137,51,152,133.9691775,139,142,119,1.954370709,0.000149727,5.895136233,1.534350526,0.923980303,0.152422541,127
0.955392078,0.228463314,96.69392619,4.653893116,0.428351728,0.139858287,0.877646637,0.019927145,150,123,120,134,51,152,134.2503896,140,142,120,2.123485014,0.00014876,6.175377018,1.476720532,0.902922331,0.154709919,127
1.144744375,0.270799745,90.97329891,4.753688834,0.398377148,0.144136131,0.927336532,0.020925011,145,118,121,124,57,148,128.7435498,134,142,121,2.086810164,0.000140347,5.320627286,1.258643014,0.884136369,0.215152145,127
0.955525337,0.259555684,99.68829985,4.74919752,0.410452453,0.133260694,0.903332308,0.017938106,148,121,120,127,55,151,131.9374892,137,142,120,1.886648708,0.000139745,5.241583285,1.42380603,0.936348045,0.182297082,127
1.011885823,0.28417497,85.34552717,4.456012151,0.410036505,0.136981329,0.920457943,0.018940337,148,120,121,130,54,150,131.1044156,137,142,121,1.783470364,0.000143371,5.083035088,1.42750428,0.881904204,0.199071186,127
1.021640911,0.233869606,97.39313224,4.751650008,0.404412196,0.119864354,0.897906183,0.014624169,149,121,121,128,54,151,132.5381818,138,142,121,2.071924522,0.000138421,5.547314047,1.269867071,0.9819148,0.184168573,127
1.132421251,0.258487459,121.9846449,5.502620281,0.386772133,0.125167933,0.90563565,0.015792825,145,117,122,127,56,147,128.232381,134,142,122,2.151196418,0.000142811,5.036202646,1.149567995,0.978560471,0.224856172,127
1.052208487,0.277463315,82.69043995,4.423143958,0.401813974,0.133426573,0.912899393,0.017965247,148,121,121,126,54,151,131.8178355,137,142,121,2.018402658,0.000156643,5.060070613,1.33432108,0.907336111,0.207943439,127
0.980777488,0.273013246,65.7593236,3.872390453,0.430582967,0.148125755,0.92212235,0.02212252,148,121,121,124,55,151,132.145974,138,142,121,1.804119485,0.000144829,4.964798882,1.38202179,0.939820608,0.197546267,127
1.013604874,0.263697074,108.3747438,5.057267418,0.427468854,0.151990981,0.88389595,0.023354473,148,121,121,129,54,150,131.745974,137,142,121,2.065704863,0.000146897,5.487158541,1.427526337,0.880394911,0.184723089,127
0.960108185,0.258490665,96.81592732,4.69438409,0.423793052,0.133166742,0.888338504,0.017966726,148,122,120,128,53,151,132.6309957,138,142,120,1.877286671,0.000149668,5.185878244,1.396197989,0.950305325,0.185138976,127
0.954469085,0.241924797,97.0961707,4.73027261,0.418074499,0.129185753,0.893914746,0.016973685,149,122,120,133,52,152,133.3695238,139,142,120,1.999969301,0.00014023,6.047485944,1.532827865,0.870713123,0.15782907,127
1.031214813,0.275725845,116.9941415,5.215417323,0.392892753,0.122963228,0.906650629,0.015342684,147,118,121,131,55,149,129.8192208,135,142,121,2.016006611,0.00013422,5.144307089,1.375482975,0.898102657,0.200457476,127
1.059652153,0.283395343,105.0281071,4.948700298,0.400009323,0.134686705,0.905665408,0.018294135,147,119,121,126,55,149,130.4980087,136,142,121,1.998471676,0.000246017,4.7699225,1.275676948,0.942380543,0.222152908,127
0.94614214,0.260554198,85.76255988,4.418868601,0.417006789,0.143246496,0.903807247,0.020703004,149,122,120,130,52,151,132.9858009,139,142,120,1.827216576,0.00014464,5.156778486,1.420104047,0.948099227,0.183475428,127
0.93243013,0.2732237,76.6209422,4.099137532,0.434374607,0.152267206,0.914200684,0.023365418,149,122,121,127,54,152,133.0148918,139,142,121,1.814228791,0.00014453,5.085886386,1.49028292,0.916738183,0.183336799,127
0.959651141,0.272889104,92.44280932,4.634301686,0.409288316,0.123068792,0.899552933,0.015326114,152,123,121,129,54,153,134.5125541,140,142,121,1.856975386,0.000147599,5.099405896,1.450081436,0.91542879,0.188188813,127
0.997035423,0.233872507,101.2026311,4.888382891,0.427312154,0.132103069,0.881702714,0.017843583,148,121,120,132,53,150,131.7265801,137,142,120,2.062720244,0.00015066,5.830656688,1.367684902,0.934186748,0.170998822,127
0.997035423,0.233872507,104.6439594,5.013809765,0.415888149,0.122066206,0.880455774,0.015243113,149,121,121,133,54,150,131.7906526,137,142,121,2.061819332,0.000151724,5.774480149,1.354507689,0.943274904,0.172662369,127
0.908307731,0.261364898,98.70898471,4.663102024,0.431970218,0.123254056,0.880986145,0.015469149,150,122,120,134,52,151,133.4209524,139,142,120,1.826233969,0.000151034,5.381583423,1.548546771,0.905676305,0.168780758,127
0.951668983,0.260882222,93.53122566,4.669565408,0.407157125,0.123499195,0.880962874,0.015442939,150,123,120,130,52,152,134.0516017,140,142,120,1.927987829,0.0002868,5.250374157,1.439291707,0.930027104,0.181257365,127
1.008537037,0.251111861,104.730989,4.917524445,0.405589103,0.136459625,0.895246923,0.018774466,149,121,121,126,57,152,132.2460606,138,142,121,2.042389322,0.000150559,5.146856681,1.281496577,0.985646175,0.195952034,127
0.944548195,0.251663888,89.30970117,4.375226032,0.424332788,0.149993033,0.917453177,0.022713481,147,120,120,131,53,150,131.4001764,137,142,120,1.953185458,0.000138455,5.708838211,1.52105359,0.886669369,0.165453663,127
0.954208987,0.232063629,128.4573964,5.054617442,0.447760602,0.181571825,0.900961508,0.033316427,145,119,119,136,53,148,129.8887125,135,142,119,2.154852209,0.000137659,6.469160273,1.573299804,0.848545925,0.147501213,127
0.986328237,0.234224307,107.3579509,4.927024797,0.407593665,0.124931431,0.903862318,0.015876958,147,120,120,132,54,150,131.1529004,137,142,120,2.215888369,0.000137367,5.943925428,1.411509638,0.91500829,0.165938865,127
1.021640911,0.258487459,102.4887488,4.939930028,0.390065582,0.125811468,0.909456082,0.015987586,147,120,120,129,54,150,131.0467532,137,142,120,1.870787168,0.00014402,5.463014612,1.382208516,0.902107936,0.187010466,127
1.016583149,0.262107007,130.0353423,5.516854573,0.391196991,0.136943577,0.896561242,0.018940841,147,119,121,130,55,148,129.8031169,135,142,121,2.024753189,0.000141643,5.380133927,1.387167199,0.90335536,0.188951272,127
1.009344502,0.258490665,83.21884487,4.151709781,0.483772511,0.225708026,0.895097384,0.051218596,148,121,121,127,54,150,131.5598268,137,142,121,1.956537702,0.000144414,5.208087674,1.333778551,0.946252832,0.193803286,127
0.972021055,0.263543795,123.3656995,5.078277894,0.425041284,0.161700966,0.905675506,0.026496208,144,117,120,130,55,147,128.242328,134,142,120,1.965512998,0.000136379,5.38117719,1.458997059,0.898256264,0.180633534,127
0.931882202,0.284094324,102.2103433,4.730826298,0.416918943,0.143533895,0.907545905,0.020807325,146,119,121,125,56,149,129.9212121,135,142,121,1.747258934,0.000141642,4.7657797,1.452899259,0.940879104,0.195536148,127
0.862287961,0.216417412,85.38997035,4.36439825,0.42628346,0.139281581,0.903039094,0.019651043,150,122,121,129,53,152,133.2758442,139,142,121,1.778202252,0.00013699,5.13210743,1.288058581,1.146944506,0.168018299,127
0.856451861,0.281662973,69.20781146,3.892437483,0.451178628,0.160808303,0.934506101,0.026134754,147,120,120,130,54,150,131.2678788,137,142,120,1.670888795,0.000141085,4.887670492,1.607417606,0.925334308,0.175227005,127
0.923169498,0.221560679,102.8294405,4.701206051,0.439630749,0.150352924,0.876620542,0.022879804,150,123,119,133,52,152,134.1132468,140,142,119,2.066930488,0.000149419,6.087096136,1.460903073,0.944555528,0.151660082,127
0.997035423,0.246181586,114.8684577,4.990583794,0.403935456,0.13101601,0.910364818,0.017342201,147,120,119,138,52,150,131.525368,137,142,119,1.995218673,0.000136463,5.708027798,1.40938958,0.906543605,0.174672489,127
1.070606664,0.247850898,108.6523733,5.085575681,0.398925327,0.128368939,0.892502994,0.016642152,149,121,121,131,53,151,132.5317749,138,142,121,2.132213453,0.000143037,5.804450335,1.343759828,0.885479982,0.184445831,127
0.95813418,0.253604743,101.4404746,4.777077416,0.416602583,0.139402474,0.90359734,0.019649713,148,121,120,130,53,150,131.8455411,137,142,120,1.94141873,0.000145797,5.480968204,1.450735779,0.916464587,0.174811118,127
0.984352465,0.268506329,171.199257,5.973091935,0.41887632,0.170455926,0.897941358,0.029455403,144,114,120,123,66,147,126.1042328,131,143,120,1.899488929,0.000141104,5.300952974,1.445965212,0.894997589,0.185693491,128
0.959645159,0.249272949,186.7148887,6.150123873,0.405248078,0.152143242,0.896513888,0.023596957,144,115,119,124,64,148,126.5604938,132,143,119,1.969105672,0.000135717,5.500516767,1.428788574,0.929076977,0.174464546,128
1.044153553,0.230059995,170.3215503,5.959469743,0.415105103,0.153164272,0.904433134,0.023831391,144,115,119,128,62,147,126.6363316,132,143,119,2.097975425,0.000140478,6.196628266,1.365312854,0.893580727,0.1685035,128
1.011343349,0.246669109,195.8481095,6.595759002,0.3890432,0.141569228,0.892484886,0.020427609,142,113,119,127,65,147,125.3064459,130,144,119,2.054964147,0.000144387,5.489334271,1.338862017,0.940796947,0.184237887,128
1.020692995,0.257455661,172.5850986,6.317341079,0.400243778,0.153618837,0.904616836,0.023866146,142,113,119,123,68,147,124.5519943,130,144,119,1.950840005,0.000141147,5.360588946,1.352134261,0.923029097,0.190406876,128
0.999009893,0.234335654,194.7862507,6.308819201,0.391214182,0.134630649,0.895703729,0.018362562,149,119,119,126,62,153,131.5296296,136,143,119,2.147366873,0.000132572,6.271851928,1.471175144,0.866754641,0.159284675,128
0.950501874,0.230018578,166.1938887,5.724988849,0.428111694,0.177304679,0.908604126,0.031923744,142,115,118,130,61,148,126.3144587,131,143,118,2.04487206,0.000130155,6.157561986,1.490111371,0.899411915,0.154363347,128
0.910182685,0.244548253,164.8430925,5.905939465,0.39999868,0.131529203,0.86752332,0.017655319,148,119,119,128,60,152,131.411859,137,143,119,1.907826745,0.000144082,5.846485124,1.570835997,0.890986101,0.155680322,128
0.936421232,0.234105308,155.9302249,5.658847983,0.413826174,0.154947628,0.908535458,0.024446964,145,116,119,126,63,149,127.7654321,133,143,119,2.019965254,0.000130592,6.069069685,1.517267421,0.896596333,0.154294032,128
0.973192769,0.267658238,215.630242,6.429616687,0.415168884,0.167160105,0.912686994,0.028337691,138,110,119,130,64,142,121.7195767,127,143,119,1.798552493,0.000133563,5.379406924,1.479503983,0.884739325,0.180910792,128
0.998011346,0.246422555,163.8339198,6.110136064,0.388707501,0.134602913,0.904957524,0.018365588,140,113,118,128,63,146,124.3629437,129,143,118,2.034855558,0.000138685,5.773179508,1.425476422,0.895436568,0.172870313,128
1.024420788,0.277766442,170.7025342,6.179277931,0.386765391,0.134255507,0.895808695,0.018435719,145,114,122,120,68,147,125.9821645,131,144,122,1.985151613,0.000136432,5.063144471,1.372845653,0.905795685,0.202328967,128
1.040232585,0.302631801,151.8919439,5.708381086,0.425493654,0.17334652,0.888632202,0.030425221,145,115,121,118,66,149,126.7731602,132,143,121,1.895818476,0.000143677,4.750691834,1.382104779,0.88605141,0.218964442,128
1.013704979,0.260911394,169.3761301,5.811734084,0.411862109,0.153526435,0.90872062,0.023911205,140,112,119,121,65,145,123.4668398,129,143,119,1.942140854,0.000138827,5.219386773,1.343386394,0.935444053,0.194219172,128
0.878213685,0.253637735,166.162184,5.485358571,0.4391404,0.171150678,0.906029779,0.02957161,142,113,119,127,63,146,125.1911688,130,144,119,1.734503471,0.000140993,5.310137816,1.533625988,0.945824771,0.165384349,128
0.970137514,0.277731709,159.9065152,5.736609147,0.422558134,0.173248725,0.889493159,0.030505149,144,115,120,124,63,148,127.1433566,132,143,120,1.798552506,0.000138047,5.362518742,1.535185965,0.855334625,0.180910792,128
0.936421232,0.24642664,152.355615,5.466722101,0.415286078,0.150843837,0.907329819,0.022986688,141,113,120,123,65,146,124.6439827,130,143,120,1.79339449,0.000141707,5.335603917,1.404106294,0.968855714,0.175504263,128
0.95598804,0.280036892,185.5490144,6.283935428,0.389167337,0.140719501,0.903081442,0.020163227,143,113,120,124,65,146,125.2587013,130,144,120,1.770188538,0.000140779,5.136699982,1.504689845,0.88558631,0.186109378,128
0.948742564,0.234105308,157.4777863,5.665928611,0.427050759,0.169961082,0.887109538,0.029371179,146,117,119,126,61,150,129.0305944,134,143,119,1.904117774,0.000140304,5.836890821,1.440271761,0.932260991,0.162542455,128
1.022670556,0.24642664,181.3945699,6.20798994,0.419300079,0.167304561,0.892610323,0.028461579,142,114,119,124,64,148,125.8090043,131,143,119,2.014100872,0.000140677,5.652899661,1.362144497,0.914474102,0.180910792,128
1.083163065,0.258482095,178.9645089,6.449759698,0.391142043,0.127615253,0.86677159,0.016608157,143,115,120,121,63,148,126.1111688,131,143,120,1.981205262,0.000148122,4.957739067,1.183096823,0.994068273,0.21847924,128
0.960092239,0.233868622,170.7166336,5.764485241,0.413160465,0.145061319,0.881250789,0.021299296,143,115,118,125,63,148,126.5376623,132,143,118,1.973543209,0.000139103,5.896658465,1.436365523,0.923745662,0.162819713,128
1.033924143,0.233863794,186.6484714,6.088321572,0.430565858,0.177758034,0.89367552,0.032037223,144,115,120,128,64,148,126.8031169,132,144,120,2.231440515,0.000135041,6.291195114,1.423008419,0.865833125,0.164344632,128
0.935439699,0.233859925,190.5087017,5.647101516,0.455650981,0.196559193,0.911866524,0.038917749,141,114,118,134,60,145,125.169697,130,143,118,1.879439268,0.000137011,6.128786803,1.532196701,0.888791768,0.152630485,128
0.983719518,0.233633386,154.9307354,5.596082961,0.427400541,0.162098855,0.878815097,0.026719147,147,117,120,124,64,151,129.194632,135,143,120,2.016382777,0.000138167,5.933161159,1.409125775,0.918986847,0.165800236,128
0.811568603,0.24592988,141.8369741,5.100111371,0.441991532,0.177334369,0.896218592,0.031938266,146,118,119,127,61,151,129.6877622,135,143,119,1.79311812,0.000139021,5.496948466,1.665741959,0.942317769,0.147639842,128
0.987808886,0.26534707,142.9319811,5.512685453,0.417443161,0.15436598,0.893576442,0.024176183,144,115,120,121,67,150,127.1491259,133,143,120,1.935194573,0.000135317,5.53656519,1.487242493,0.867112864,0.178415471,128
1.041340853,0.244624423,174.6822932,6.12077427,0.416867578,0.157432766,0.880500341,0.025170081,144,114,120,126,64,147,126.3136364,132,144,120,2.117231166,0.000147341,5.51723264,1.296069245,0.943863587,0.188743328,128
0.998011346,0.221780299,183.7879581,5.818805187,0.438121759,0.178923186,0.880851014,0.032434497,145,117,118,127,63,151,128.9277922,134,143,118,2.273986401,0.000133164,6.565576695,1.459017043,0.874851819,0.152006654,128
1.009525178,0.22061819,171.4697973,5.713491722,0.440182546,0.185248909,0.889262586,0.034638164,144,116,118,127,62,149,127.7108225,133,143,118,2.182269031,0.000140198,6.789939277,1.483850177,0.850399772,0.148679559,128
0.788552175,0.246422555,133.7094856,4.871485209,0.46333238,0.195650238,0.903148608,0.03871919,146,118,118,129,59,151,130.0909091,135,143,118,1.884365176,0.000129594,6.054519546,1.892037358,0.853827625,0.130241908,128
0.936405708,0.246422555,151.4284465,5.412207904,0.44379262,0.177432493,0.888204517,0.031810039,144,116,119,126,61,149,128.0467532,133,143,119,1.99613796,0.00014441,5.575536584,1.46724647,0.927178213,0.167948985,128
1.033898402,0.233857972,199.337571,6.232404782,0.409242635,0.150964869,0.882133579,0.023075162,142,114,118,127,63,148,125.6877922,131,143,118,2.135612603,0.000137985,6.328405707,1.4314251,0.860763516,0.163374229,128
1.024147869,0.276085168,184.5869249,6.388563532,0.396619648,0.143677858,0.889950992,0.020887737,141,112,120,118,67,146,123.6157576,129,143,120,1.807993468,0.000141669,4.877973361,1.314982078,0.945905702,0.209953559,128
0.973369091,0.234101427,179.5633049,6.154546403,0.410100649,0.152056308,0.888925339,0.023528447,144,116,119,127,63,149,127.4801732,133,143,119,2.039575086,0.000142562,6.052929256,1.455767796,0.899002055,0.160809593,128
0.948360977,0.219984165,202.3971511,6.07214008,0.437399508,0.179615458,0.882895517,0.032724287,143,115,118,129,62,148,126.7561905,132,143,118,2.123745937,0.000139081,6.354855462,1.474088041,0.911240986,0.149234075,128
0.983296721,0.273394457,157.6034425,5.911446941,0.396331524,0.128880046,0.894531052,0.016928222,143,114,120,121,65,147,125.4742857,131,143,120,1.805390933,0.000138165,5.295267559,1.472288849,0.879939331,0.185693491,128
0.95545787,0.27509327,162.9097991,5.792962318,0.399249644,0.13666301,0.896521648,0.01899297,141,113,119,118,66,147,124.7418182,130,143,119,1.887215756,0.000137222,4.872531173,1.402888158,0.950376638,0.196090663,128
0.986678503,0.253246663,151.7563373,5.860909809,0.404076632,0.142241374,0.893620256,0.020496764,142,114,118,122,66,149,125.8254545,131,143,118,1.991439718,0.000142295,5.315463317,1.364297838,0.946336272,0.185624177,128
1.034974729,0.246422555,170.5966865,6.042302783,0.384507395,0.123938725,0.895574861,0.015672879,140,113,118,122,64,147,124.2543723,129,143,118,2.08910348,0.000133225,5.660189698,1.347664214,0.913311448,0.182851598,128
0.968372375,0.258738852,170.436127,5.875744695,0.403289323,0.156499282,0.907707932,0.024852934,143,114,120,126,65,147,125.5255411,131,144,120,1.938730835,0.00013416,5.28792894,1.412878658,0.931071614,0.183128856,128
1.045625942,0.262505136,191.8728319,6.46568777,0.398804204,0.146326341,0.89454267,0.021816674,141,113,119,125,63,145,124.5672727,130,143,119,2.157299175,0.000134183,5.679685791,1.425889155,0.854413748,0.184099258,128
0.887095449,0.258736173,146.4760194,5.337583312,0.44033017,0.17136279,0.894890003,0.029684152,145,117,119,124,63,150,128.35671,134,143,119,1.797550237,0.000138807,5.485694834,1.599994327,0.897514656,0.161710681,128
0.956928089,0.256454019,159.2304133,5.897182873,0.407819483,0.145252407,0.880327102,0.021472494,144,116,119,127,62,148,127.3090909,133,143,119,1.912472233,0.000145173,5.45891718,1.462974353,0.909943292,0.175296319,128
0.98566161,0.271056943,200.8920254,6.086672372,0.422928107,0.151090433,0.905260432,0.023273372,141,112,119,125,63,145,124.1535931,129,143,119,1.902625042,0.000132594,5.883384383,1.617930705,0.798808328,0.167533098,128
0.961047963,0.234101427,175.088303,5.786657862,0.42229211,0.151264281,0.898188042,0.02322288,143,115,119,130,61,147,126.5343915,132,143,119,2.105930982,0.000135315,6.28799953,1.531692193,0.865393805,0.152838428,128
0.935439641,0.246168327,179.9316175,6.191635622,0.384133174,0.130277098,0.902372371,0.017271695,139,112,119,124,63,144,123.3175758,128,143,119,1.909976946,0.000135846,5.528712701,1.454924395,0.935996333,0.169196645,128
0.949003671,0.242852444,154.2291386,5.917683145,0.409351756,0.152083636,0.900347804,0.023490757,144,116,119,129,60,148,127.471342,133,143,119,1.965754621,0.000140631,5.733365146,1.467182665,0.914909766,0.165522978,128
0.819060443,0.246419665,169.1321379,5.519556225,0.428364379,0.159174415,0.890528941,0.025698396,144,116,118,131,60,148,127.7075325,133,143,118,1.830930904,0.000134774,6.035028098,1.815677484,0.856595292,0.135717751,128
0.984673307,0.270785159,163.7400913,5.832787678,0.408428571,0.142656711,0.900960739,0.020684326,142,112,120,120,66,146,124.4114286,130,143,120,1.970069955,0.00013804,5.051878305,1.389266534,0.931220664,0.194912317,128
1.021598555,0.246168327,194.8493669,6.157536442,0.401019444,0.138847972,0.901022801,0.019593118,139,111,120,122,65,144,122.5177489,128,143,120,2.015437968,0.000135242,5.59339748,1.347806622,0.925172015,0.182643654,128
1.094351785,0.258217837,166.8551654,6.175787326,0.391188949,0.142140672,0.895359984,0.020406779,141,112,120,122,66,145,123.667013,129,143,120,2.017426848,0.000154727,5.457384446,1.287697454,0.903981527,0.20052679,128
0.874221312,0.237426607,155.8544405,5.360592292,0.447626308,0.170965001,0.879165598,0.029710412,146,118,119,126,60,150,129.5251948,135,143,119,1.954351022,0.00013823,6.069485498,1.648389636,0.883993514,0.144035489,128
0.972364966,0.258476763,193.5898244,6.155095704,0.415520378,0.152251833,0.901466511,0.023512306,140,112,119,126,64,144,123.5393939,129,143,119,1.848673797,0.000137348,5.450003636,1.448735144,0.904298988,0.178415471,128
0.972364966,0.221551511,174.6076514,6.082189368,0.417417024,0.152834108,0.908823767,0.023730852,142,115,118,133,60,146,126.0296296,131,143,118,2.255887746,0.000143756,6.760631016,1.54039694,0.850488397,0.143827546,128
1.11894396,0.245921749,177.7585438,6.198607412,0.380964419,0.125904802,0.898190241,0.01615,140,111,120,126,64,144,123.0569697,128,143,120,2.263568802,0.000138094,5.682155759,1.248825441,0.911633486,0.196922437,128
